customer_id,first_purchase_date,last_purchase_date,total_orders,total_spend,avg_order_value,discount_usage_%,region,customer_segment,preferred_payment,recency_days,churn,customer_lifetime_days,spend_per_day,order_frequency,recency_group,high_value_customer,used_discount,aov_category,customer_age_days,R_score,F_score,M_score,RFM_score
CUST2206,2023-05-10,2023-09-28,17,1501,88.29,0.0,North,Low Value,Debit Card,908,Yes,141,10.570422535211268,0.11971830985915492,Very Lost,0,0,Low,1049,3,4,1,341
CUST2207,2023-03-04,2023-08-02,13,35444,2726.46,25.0,South,Mid Value,Debit Card,965,Yes,151,233.18421052631578,0.08552631578947369,Very Lost,0,1,Low,1116,2,3,1,231
CUST2208,2023-06-27,2023-12-05,3,76552,25517.33,10.0,East,High Value,Debit Card,840,No,161,472.5432098765432,0.018518518518518517,Very Lost,0,1,High,1001,4,1,2,412
CUST2209,2023-02-28,2023-03-25,13,85592,6584.0,5.0,West,Mid Value,UPI,1095,Yes,25,3292.0,0.5,Very Lost,0,1,Medium,1120,1,3,3,133
CUST2210,2023-05-30,2024-03-24,5,129158,25831.6,15.0,West,Low Value,Net Banking,730,No,299,430.52666666666664,0.016666666666666666,Very Lost,1,1,High,1029,5,1,4,514
CUST2211,2023-02-09,2023-05-31,4,3631,907.75,15.0,North,Low Value,Credit Card,1028,Yes,111,32.419642857142854,0.03571428571428571,Very Lost,0,1,Low,1139,1,1,1,111
CUST2212,2023-07-16,2024-03-08,9,65044,7227.11,5.0,South,High Value,Credit Card,746,No,236,274.44725738396625,0.0379746835443038,Very Lost,0,1,Medium,982,5,3,2,532
CUST2213,2023-02-20,2023-12-04,5,31413,6282.6,20.0,South,Mid Value,Debit Card,841,No,287,109.07291666666667,0.017361111111111112,Very Lost,0,1,Low,1128,4,1,1,411
CUST2214,2023-04-29,2024-02-03,20,15128,756.4,20.0,South,High Value,Debit Card,780,No,280,53.836298932384345,0.0711743772241993,Very Lost,0,1,Low,1060,5,5,1,551
CUST2215,2023-04-20,2023-06-06,5,50328,10065.6,10.0,South,Low Value,Debit Card,1022,Yes,47,1048.5,0.10416666666666667,Very Lost,0,1,Medium,1069,1,1,2,112
CUST2216,2023-05-23,2023-06-06,19,67657,3560.89,0.0,West,High Value,Net Banking,1022,Yes,14,4510.466666666666,1.2666666666666666,Very Lost,0,0,Low,1036,1,5,2,152
CUST2217,2023-05-20,2023-10-09,11,140194,12744.91,25.0,North,High Value,Debit Card,897,Yes,142,980.3776223776224,0.07692307692307693,Very Lost,1,1,Medium,1039,3,3,4,334
CUST2218,2023-04-17,2023-10-22,19,114282,6014.84,15.0,South,High Value,UPI,884,Yes,188,604.6666666666666,0.10052910052910052,Very Lost,1,1,Low,1072,4,5,3,453
CUST2219,2023-06-03,2023-12-10,20,193895,9694.75,15.0,South,Low Value,Net Banking,835,No,190,1015.1570680628272,0.10471204188481675,Very Lost,1,1,Medium,1025,4,5,5,455
CUST2220,2023-02-20,2023-05-31,8,27704,3463.0,15.0,North,Mid Value,UPI,1028,Yes,100,274.2970297029703,0.07920792079207921,Very Lost,0,1,Low,1128,1,2,1,121
CUST2221,2023-02-05,2023-04-01,1,180862,38704.20375,10.0,North,Low Value,UPI,1088,Yes,55,3229.6785714285716,0.017857142857142856,Very Lost,1,1,High,1143,1,1,5,115
CUST2222,2023-03-01,2023-11-28,10,43588,4358.8,15.0,South,High Value,Net Banking,847,No,272,159.66300366300365,0.03663003663003663,Very Lost,0,1,Low,1119,4,3,2,432
CUST2223,2023-01-30,2023-10-07,2,83555,38704.20375,20.0,West,High Value,Net Banking,899,Yes,250,332.8884462151394,0.00796812749003984,Very Lost,0,1,High,1149,3,1,3,313
CUST2224,2023-07-15,2023-09-11,15,130534,8702.27,10.0,North,Mid Value,Credit Card,925,Yes,58,2212.4406779661017,0.2542372881355932,Very Lost,1,1,Medium,983,3,4,4,344
CUST2225,2023-06-06,2023-12-23,8,193602,24200.25,5.0,East,Low Value,Net Banking,822,No,200,963.1940298507462,0.03980099502487562,Very Lost,1,1,High,1022,5,2,5,525
CUST2226,2023-06-18,2024-02-20,13,67625,5201.92,5.0,West,Mid Value,UPI,763,No,247,272.68145161290323,0.05241935483870968,Very Lost,0,1,Low,1010,5,3,2,532
CUST2227,2023-04-29,2023-05-28,18,6143,341.28,10.0,East,High Value,UPI,1031,Yes,29,204.76666666666668,0.6,Very Lost,0,1,Low,1060,1,5,1,151
CUST2228,2023-04-25,2023-07-30,18,151274,8404.11,25.0,North,Low Value,Debit Card,968,Yes,96,1559.5257731958764,0.18556701030927836,Very Lost,1,1,Medium,1064,2,5,4,254
CUST2229,2023-06-27,2023-09-16,15,139668,9311.2,10.0,South,Low Value,UPI,920,Yes,81,1703.2682926829268,0.18292682926829268,Very Lost,1,1,Medium,1001,3,4,4,344
CUST2230,2023-02-19,2023-09-15,11,170922,15538.36,20.0,East,High Value,UPI,921,Yes,208,817.8086124401914,0.05263157894736842,Very Lost,1,1,High,1129,3,3,5,335
CUST2231,2023-03-02,2023-04-13,10,95041,9504.1,5.0,East,Mid Value,Net Banking,1076,Yes,42,2210.2558139534885,0.23255813953488372,Very Lost,0,1,Medium,1118,1,3,3,133
CUST2232,2023-03-30,2023-08-16,3,3373,1124.33,5.0,West,Mid Value,Net Banking,951,Yes,139,24.09285714285714,0.02142857142857143,Very Lost,0,1,Low,1090,3,1,1,311
CUST2233,2023-06-03,2023-11-15,7,176934,25276.29,15.0,West,High Value,Debit Card,860,No,165,1065.867469879518,0.04216867469879518,Very Lost,1,1,High,1025,4,2,5,425
CUST2234,2023-07-11,2024-04-07,14,6752,482.29,5.0,East,Low Value,UPI,716,No,271,24.823529411764707,0.051470588235294115,Very Lost,0,1,Low,987,5,4,1,541
CUST2235,2023-02-24,2023-08-19,13,2652,204.0,5.0,North,Mid Value,Net Banking,948,Yes,176,14.983050847457626,0.07344632768361582,Very Lost,0,1,Low,1124,3,3,1,331
CUST2236,2023-05-26,2023-06-15,6,138908,23151.33,0.0,West,Low Value,Credit Card,1013,Yes,20,6614.666666666667,0.2857142857142857,Very Lost,1,0,High,1033,2,2,4,224
CUST2237,2023-06-15,2024-03-30,18,99181,5510.06,5.0,South,Mid Value,Debit Card,724,No,289,342.00344827586207,0.06206896551724138,Very Lost,0,1,Low,1013,5,5,3,553
CUST2238,2023-07-12,2024-03-28,4,138422,34605.5,15.0,East,Mid Value,Debit Card,726,No,260,530.352490421456,0.01532567049808429,Very Lost,1,1,High,986,5,1,4,514
CUST2239,2023-06-18,2024-02-19,9,80630,8958.89,15.0,West,High Value,Debit Card,764,No,246,326.43724696356276,0.03643724696356275,Very Lost,0,1,Medium,1010,5,3,2,532
CUST2240,2023-03-07,2023-09-22,17,69745,4102.65,5.0,West,High Value,Net Banking,914,Yes,199,348.725,0.085,Very Lost,0,1,Low,1113,3,4,2,342
CUST2241,2023-03-08,2023-10-07,15,89957,5997.13,20.0,West,Low Value,Debit Card,899,Yes,213,420.35981308411215,0.07009345794392523,Very Lost,0,1,Low,1112,3,4,3,343
CUST2242,2023-06-11,2023-08-12,3,20489,6829.67,0.0,West,Low Value,Credit Card,955,Yes,62,325.22222222222223,0.047619047619047616,Very Lost,0,0,Medium,1017,3,1,1,311
CUST2243,2023-01-17,2023-10-08,7,27304,3900.57,25.0,North,Mid Value,Credit Card,898,Yes,264,103.03396226415094,0.026415094339622643,Very Lost,0,1,Low,1162,3,2,1,321
CUST2244,2023-01-03,2023-07-17,5,65995,13199.0,0.0,North,High Value,Net Banking,981,Yes,195,336.7091836734694,0.025510204081632654,Very Lost,0,0,Medium,1176,2,1,2,212
CUST2245,2023-03-29,2023-08-11,6,40669,6778.17,5.0,East,Mid Value,Credit Card,956,Yes,135,299.0367647058824,0.04411764705882353,Very Lost,0,1,Medium,1091,2,2,1,221
CUST2246,2023-04-17,2023-10-28,5,9530,1906.0,10.0,North,High Value,Net Banking,878,Yes,194,48.87179487179487,0.02564102564102564,Very Lost,0,1,Low,1072,4,1,1,411
CUST2247,2023-05-10,2023-07-12,1,9037,9037.0,15.0,South,Mid Value,Debit Card,986,Yes,63,141.203125,0.015625,Very Lost,0,1,Medium,1049,2,1,1,211
CUST2248,2023-06-09,2023-09-18,5,81303,16260.6,0.0,North,High Value,Debit Card,918,Yes,101,797.0882352941177,0.049019607843137254,Very Lost,0,0,High,1019,3,1,2,312
CUST2249,2023-03-29,2023-07-05,3,30710,10236.67,15.0,East,Low Value,UPI,993,Yes,98,310.2020202020202,0.030303030303030304,Very Lost,0,1,Medium,1091,2,1,1,211
CUST2250,2023-06-05,2023-12-18,10,182939,18293.9,15.0,East,High Value,Net Banking,827,No,196,928.6243654822335,0.050761421319796954,Very Lost,1,1,High,1023,5,3,5,535
CUST2251,2023-03-14,2023-08-23,18,2686,149.22,10.0,West,Low Value,Debit Card,944,Yes,162,16.478527607361965,0.11042944785276074,Very Lost,0,1,Low,1106,3,5,1,351
CUST2252,2023-02-01,2023-03-01,19,69459,3655.74,15.0,South,Mid Value,UPI,1119,Yes,28,2395.137931034483,0.6551724137931034,Very Lost,0,1,Low,1147,1,5,2,152
CUST2253,2023-06-21,2023-12-28,2,83141,38704.20375,20.0,East,Low Value,UPI,817,No,190,435.29319371727746,0.010471204188481676,Very Lost,0,1,High,1007,5,1,3,513
CUST2254,2023-03-28,2023-04-23,7,177782,25397.43,15.0,South,Low Value,Debit Card,1066,Yes,26,6584.518518518518,0.25925925925925924,Very Lost,1,1,High,1092,1,2,5,125
CUST2255,2023-02-06,2023-05-05,12,39067,3255.58,20.0,East,High Value,UPI,1054,Yes,88,438.9550561797753,0.1348314606741573,Very Lost,0,1,Low,1142,1,3,1,131
CUST2256,2023-04-18,2023-10-12,14,91835,6559.64,5.0,East,Low Value,Credit Card,894,Yes,177,515.9269662921348,0.07865168539325842,Very Lost,0,1,Medium,1071,4,4,3,443
CUST2257,2023-01-20,2023-03-06,5,27836,5567.2,0.0,West,Low Value,UPI,1114,Yes,45,605.1304347826087,0.10869565217391304,Very Lost,0,0,Low,1159,1,1,1,111
CUST2258,2023-07-08,2024-04-27,17,196404,11553.18,10.0,West,Mid Value,UPI,696,No,294,665.7762711864407,0.0576271186440678,Very Lost,1,1,Medium,990,5,4,5,545
CUST2259,2023-02-04,2023-07-10,15,103108,6873.87,0.0,East,High Value,Net Banking,988,Yes,156,656.7388535031847,0.09554140127388536,Very Lost,1,0,Medium,1144,2,4,3,243
CUST2260,2023-05-10,2023-05-23,6,114772,19128.67,0.0,North,Low Value,Net Banking,1036,Yes,13,8198.0,0.42857142857142855,Very Lost,1,0,High,1049,1,2,3,123
CUST2261,2023-03-01,2023-06-07,8,191296,23912.0,15.0,South,Mid Value,Debit Card,1021,Yes,98,1932.2828282828282,0.08080808080808081,Very Lost,1,1,High,1119,1,2,5,125
CUST2262,2023-07-08,2024-02-14,4,15276,3819.0,0.0,North,Mid Value,Debit Card,769,No,221,68.8108108108108,0.018018018018018018,Very Lost,0,0,Low,990,5,1,1,511
CUST2263,2023-04-01,2023-09-23,20,78249,3912.45,20.0,North,Low Value,UPI,913,Yes,175,444.59659090909093,0.11363636363636363,Very Lost,0,1,Low,1088,3,5,2,352
CUST2264,2023-05-20,2023-09-18,11,133278,12116.18,20.0,South,Mid Value,Debit Card,918,Yes,121,1092.4426229508197,0.09016393442622951,Very Lost,1,1,Medium,1039,3,3,4,334
CUST2265,2023-06-27,2023-08-02,7,10391,1484.43,25.0,West,High Value,Net Banking,965,Yes,36,280.8378378378378,0.1891891891891892,Very Lost,0,1,Low,1001,2,2,1,221
CUST2266,2023-03-12,2023-06-26,16,183536,11471.0,15.0,East,High Value,Credit Card,1002,Yes,106,1715.2897196261683,0.14953271028037382,Very Lost,1,1,Medium,1108,2,4,5,245
CUST2267,2023-05-02,2023-07-31,13,5565,428.08,20.0,North,Mid Value,Debit Card,967,Yes,90,61.15384615384615,0.14285714285714285,Very Lost,0,1,Low,1057,2,3,1,231
CUST2268,2023-01-05,2023-04-28,1,68819,38704.20375,25.0,West,High Value,Net Banking,1061,Yes,113,603.6754385964912,0.008771929824561403,Very Lost,0,1,High,1174,1,1,2,112
CUST2269,2023-03-21,2023-06-02,9,48574,5397.11,10.0,West,Mid Value,Debit Card,1026,Yes,73,656.4054054054054,0.12162162162162163,Very Lost,0,1,Low,1099,1,3,2,132
CUST2270,2023-01-25,2023-03-18,13,63123,4855.62,25.0,North,High Value,UPI,1102,Yes,52,1191.0,0.24528301886792453,Very Lost,0,1,Low,1154,1,3,2,132
CUST2271,2023-01-15,2023-06-05,15,117288,7819.2,10.0,West,Mid Value,UPI,1023,Yes,141,825.9718309859155,0.1056338028169014,Very Lost,1,1,Medium,1164,1,4,3,143
CUST2272,2023-02-19,2023-11-11,1,22822,22822.0,15.0,West,Mid Value,UPI,864,No,265,85.796992481203,0.0037593984962406013,Very Lost,0,1,High,1129,4,1,1,411
CUST2273,2023-07-09,2023-11-26,1,122930,38704.20375,15.0,West,High Value,Debit Card,849,No,140,871.8439716312057,0.0070921985815602835,Very Lost,1,1,High,989,4,1,4,414
CUST2274,2023-02-08,2023-07-29,18,140698,7816.56,10.0,East,Low Value,UPI,969,Yes,171,818.0116279069767,0.10465116279069768,Very Lost,1,1,Medium,1140,2,5,4,254
CUST2275,2023-01-06,2023-03-20,14,192449,13746.36,20.0,South,Low Value,UPI,1100,Yes,73,2600.662162162162,0.1891891891891892,Very Lost,1,1,Medium,1173,1,4,5,145
CUST2276,2023-07-17,2023-12-30,18,116396,6466.44,20.0,West,High Value,Debit Card,815,No,166,696.9820359281437,0.10778443113772455,Very Lost,1,1,Low,981,5,5,3,553
CUST2277,2023-04-09,2024-01-07,14,57590,4113.57,5.0,East,Low Value,Credit Card,807,No,273,210.1824817518248,0.051094890510948905,Very Lost,0,1,Low,1080,5,4,2,542
CUST2278,2023-05-24,2023-06-23,8,113252,14156.5,25.0,North,unknown,Credit Card,1005,Yes,30,3653.2903225806454,0.25806451612903225,Very Lost,1,1,High,1035,2,2,3,223
CUST2279,2023-05-31,2024-01-08,11,38183,3471.18,0.0,East,High Value,UPI,806,No,222,171.22421524663676,0.04932735426008968,Very Lost,0,0,Low,1028,5,3,1,531
CUST2280,2023-04-14,2023-06-03,11,73569,6688.09,5.0,West,Mid Value,UPI,1025,Yes,50,1442.5294117647059,0.21568627450980393,Very Lost,0,1,Medium,1075,1,3,2,132
CUST2281,2023-02-03,2023-03-13,15,129793,8652.87,5.0,West,High Value,Net Banking,1107,Yes,38,3328.025641025641,0.38461538461538464,Very Lost,1,1,Medium,1145,1,4,4,144
CUST2282,2023-06-07,2023-07-24,20,8697,434.85,5.0,West,Mid Value,Debit Card,974,Yes,47,181.1875,0.4166666666666667,Very Lost,0,1,Low,1021,2,5,1,251
CUST2283,2023-06-12,2024-03-25,10,190983,19098.3,25.0,South,High Value,Credit Card,729,No,287,663.1354166666666,0.034722222222222224,Very Lost,1,1,High,1016,5,3,5,535
CUST2284,2023-05-05,2023-09-03,18,61066,3392.56,15.0,South,Low Value,Net Banking,933,Yes,121,500.5409836065574,0.14754098360655737,Very Lost,0,1,Low,1054,3,5,2,352
CUST2285,2023-03-06,2023-07-12,1,47355,38704.20375,0.0,East,High Value,Net Banking,986,Yes,128,367.09302325581393,0.007751937984496124,Very Lost,0,0,High,1114,2,1,2,212
CUST2286,2023-05-18,2023-12-15,2,126247,38704.20375,10.0,South,Low Value,Debit Card,830,No,211,595.5047169811321,0.009433962264150943,Very Lost,1,1,High,1041,5,1,4,514
CUST2287,2023-03-16,2023-10-21,20,173221,8661.05,10.0,South,High Value,Debit Card,885,Yes,219,787.3681818181818,0.09090909090909091,Very Lost,1,1,Medium,1104,4,5,5,455
CUST2288,2023-04-11,2023-08-24,10,41598,4159.8,0.0,East,Mid Value,Debit Card,943,Yes,135,305.86764705882354,0.07352941176470588,Very Lost,0,0,Low,1078,3,3,1,331
CUST2289,2023-07-05,2023-07-27,8,181293,22661.62,15.0,South,Low Value,Debit Card,971,Yes,22,7882.304347826087,0.34782608695652173,Very Lost,1,1,High,993,2,2,5,225
CUST2290,2023-03-21,2023-08-19,3,6706,2235.33,25.0,East,High Value,Credit Card,948,Yes,151,44.11842105263158,0.019736842105263157,Very Lost,0,1,Low,1099,3,1,1,311
CUST2291,2023-04-17,2023-10-27,12,130189,10849.08,25.0,West,High Value,UPI,879,Yes,193,671.0773195876288,0.061855670103092786,Very Lost,1,1,Medium,1072,4,3,4,434
CUST2292,2023-06-16,2023-06-28,10,56442,5644.2,10.0,South,Low Value,Net Banking,1000,Yes,12,4341.692307692308,0.7692307692307693,Very Lost,0,1,Low,1012,2,3,2,232
CUST2293,2023-01-11,2023-09-16,16,36773,2298.31,15.0,West,Low Value,Net Banking,920,Yes,248,147.68273092369478,0.0642570281124498,Very Lost,0,1,Low,1168,3,4,1,341
CUST2294,2023-02-21,2023-10-13,1,78127,38704.20375,20.0,South,unknown,Debit Card,893,Yes,234,332.45531914893616,0.00425531914893617,Very Lost,0,1,High,1127,4,1,2,412
CUST2295,2023-04-20,2023-06-19,17,51392,3023.06,20.0,East,Mid Value,Debit Card,1009,Yes,60,842.4918032786885,0.2786885245901639,Very Lost,0,1,Low,1069,2,4,2,242
CUST2296,2023-05-05,2023-11-09,11,191576,17416.0,5.0,East,Low Value,Credit Card,866,No,188,1013.6296296296297,0.0582010582010582,Very Lost,1,1,High,1054,4,3,5,435
CUST2297,2023-01-05,2023-05-06,20,187859,9392.95,0.0,East,Mid Value,UPI,1053,Yes,121,1539.827868852459,0.16393442622950818,Very Lost,1,0,Medium,1174,1,5,5,155
CUST2298,2023-03-28,2023-12-09,18,36218,2012.11,0.0,West,Low Value,UPI,836,No,256,140.9260700389105,0.07003891050583658,Very Lost,0,0,Low,1092,4,5,1,451
CUST2299,2023-04-06,2023-07-01,4,196774,38704.20375,5.0,North,High Value,UPI,997,Yes,86,2261.770114942529,0.04597701149425287,Very Lost,1,1,High,1083,2,1,5,215
CUST2300,2023-03-20,2023-11-01,18,77733,4318.5,5.0,South,unknown,UPI,874,Yes,226,342.43612334801765,0.07929515418502203,Very Lost,0,1,Low,1100,4,5,2,452
CUST2301,2023-06-09,2024-01-23,11,178138,16194.36,10.0,East,High Value,UPI,791,No,228,777.8951965065502,0.048034934497816595,Very Lost,1,1,High,1019,5,3,5,535
CUST2302,2023-06-05,2023-10-15,12,5806,483.83,15.0,East,Mid Value,Debit Card,891,Yes,132,43.65413533834587,0.09022556390977443,Very Lost,0,1,Low,1023,4,3,1,431
CUST2303,2023-01-06,2023-01-21,16,151527,9470.44,10.0,West,High Value,UPI,1158,Yes,15,9470.4375,1.0,Very Lost,1,1,Medium,1173,1,4,4,144
CUST2304,2023-01-09,2023-06-15,1,105857,38704.20375,20.0,East,High Value,UPI,1013,Yes,157,669.9810126582279,0.006329113924050633,Very Lost,1,1,High,1170,2,1,3,213
CUST2305,2023-01-05,2023-07-31,17,167842,9873.06,10.0,North,Mid Value,Net Banking,967,Yes,207,806.9326923076923,0.08173076923076923,Very Lost,1,1,Medium,1174,2,4,5,245
CUST2306,2023-02-21,2023-11-30,20,109274,5463.7,0.0,North,High Value,Net Banking,845,No,282,386.12720848056534,0.0706713780918728,Very Lost,1,0,Low,1127,4,5,3,453
CUST2307,2023-02-05,2023-05-30,2,130658,38704.20375,25.0,West,Low Value,UPI,1029,Yes,114,1136.1565217391305,0.017391304347826087,Very Lost,1,1,High,1143,1,1,4,114
CUST2308,2023-06-23,2024-03-24,20,152573,7628.65,20.0,North,High Value,Debit Card,730,No,275,552.8007246376811,0.07246376811594203,Very Lost,1,1,Medium,1005,5,5,4,554
CUST2309,2023-05-12,2023-07-11,10,91858,9185.8,20.0,West,Low Value,Debit Card,987,Yes,60,1505.8688524590164,0.16393442622950818,Very Lost,0,1,Medium,1047,2,3,3,233
CUST2310,2023-02-20,2023-12-04,16,24357,1522.31,5.0,West,High Value,Debit Card,841,No,287,84.57291666666667,0.05555555555555555,Very Lost,0,1,Low,1128,4,4,1,441
CUST2311,2023-04-26,2023-07-24,2,100078,38704.20375,20.0,North,Low Value,Credit Card,974,Yes,89,1111.9777777777779,0.022222222222222223,Very Lost,0,1,High,1063,2,1,3,213
CUST2312,2023-02-06,2023-03-24,2,46990,23495.0,5.0,North,Mid Value,UPI,1096,Yes,46,999.7872340425532,0.0425531914893617,Very Lost,0,1,High,1142,1,1,2,112
CUST2313,2023-07-19,2024-01-09,3,157431,38704.20375,20.0,North,Mid Value,Net Banking,805,No,174,899.6057142857143,0.017142857142857144,Very Lost,1,1,High,979,5,1,4,514
CUST2314,2023-05-11,2023-08-09,6,156937,26156.17,25.0,West,Low Value,Net Banking,958,Yes,90,1724.5824175824175,0.06593406593406594,Very Lost,1,1,High,1048,2,2,4,224
CUST2315,2023-02-19,2023-08-03,4,14708,3677.0,0.0,South,High Value,Credit Card,964,Yes,165,88.60240963855422,0.024096385542168676,Very Lost,0,0,Low,1129,2,1,1,211
CUST2316,2023-05-04,2023-11-17,11,15898,1445.27,25.0,North,High Value,Net Banking,858,No,197,80.29292929292929,0.05555555555555555,Very Lost,0,1,Low,1055,4,3,1,431
CUST2317,2023-05-25,2023-08-05,10,198983,19898.3,20.0,East,High Value,Debit Card,962,Yes,72,2725.794520547945,0.136986301369863,Very Lost,1,1,High,1034,2,3,5,235
CUST2318,2023-04-27,2024-01-06,15,87850,5856.67,15.0,South,Low Value,Debit Card,808,No,254,344.5098039215686,0.058823529411764705,Very Lost,0,1,Low,1062,5,4,3,543
CUST2319,2023-04-10,2023-09-11,13,57694,4438.0,15.0,West,Mid Value,Credit Card,925,Yes,154,372.2193548387097,0.08387096774193549,Very Lost,0,1,Low,1079,3,3,2,332
CUST2320,2023-03-08,2023-03-21,8,98245,12280.62,25.0,West,Mid Value,Net Banking,1099,Yes,13,7017.5,0.5714285714285714,Very Lost,0,1,Medium,1112,1,2,3,123
CUST2321,2023-05-06,2023-08-12,1,117736,38704.20375,10.0,West,Low Value,UPI,955,Yes,98,1189.2525252525252,0.010101010101010102,Very Lost,1,1,High,1053,3,1,3,313
CUST2322,2023-06-12,2024-02-20,3,9580,3193.33,25.0,East,Low Value,Debit Card,763,No,253,37.71653543307087,0.011811023622047244,Very Lost,0,1,Low,1016,5,1,1,511
CUST2323,2023-05-17,2023-10-01,19,1082,56.95,10.0,South,High Value,Net Banking,905,Yes,137,7.840579710144928,0.13768115942028986,Very Lost,0,1,Low,1042,3,5,1,351
CUST2324,2023-07-19,2024-01-05,7,43668,6238.29,20.0,North,Low Value,UPI,809,No,170,255.3684210526316,0.04093567251461988,Very Lost,0,1,Low,979,5,2,2,522
CUST2325,2023-05-09,2023-06-14,7,38129,5447.0,20.0,North,High Value,Credit Card,1014,Yes,36,1030.5135135135135,0.1891891891891892,Very Lost,0,1,Low,1050,2,2,1,221
CUST2326,2023-03-19,2024-01-13,1,41677,38704.20375,25.0,North,High Value,UPI,801,No,300,138.46179401993356,0.0033222591362126247,Very Lost,0,1,High,1101,5,1,1,511
CUST2327,2023-01-28,2023-09-17,12,159667,13305.58,10.0,North,High Value,UPI,919,Yes,232,685.2660944206009,0.05150214592274678,Very Lost,1,1,Medium,1151,3,3,5,335
CUST2328,2023-06-11,2023-10-04,15,120305,8020.33,10.0,East,High Value,Debit Card,902,Yes,115,1037.1120689655172,0.12931034482758622,Very Lost,1,1,Medium,1017,3,4,3,343
CUST2329,2023-04-20,2023-10-18,8,137529,17191.12,10.0,South,High Value,Net Banking,888,Yes,181,755.6538461538462,0.04395604395604396,Very Lost,1,1,High,1069,4,2,4,424
CUST2330,2023-02-26,2023-09-09,1,153326,38704.20375,25.0,West,Low Value,Debit Card,927,Yes,195,782.2755102040817,0.00510204081632653,Very Lost,1,1,High,1122,3,1,4,314
CUST2331,2023-02-03,2023-10-18,8,101574,12696.75,15.0,South,Mid Value,Credit Card,888,Yes,257,393.69767441860466,0.031007751937984496,Very Lost,1,1,Medium,1145,4,2,3,423
CUST2332,2023-02-24,2023-09-03,8,27967,3495.88,5.0,East,Mid Value,UPI,933,Yes,191,145.66145833333334,0.041666666666666664,Very Lost,0,1,Low,1124,3,2,1,321
CUST2333,2023-03-29,2023-06-05,10,73911,7391.1,5.0,East,Low Value,Debit Card,1023,Yes,68,1071.1739130434783,0.14492753623188406,Very Lost,0,1,Medium,1091,1,3,2,132
CUST2334,2023-04-04,2023-07-08,13,163660,12589.23,10.0,North,Low Value,Net Banking,990,Yes,95,1704.7916666666667,0.13541666666666666,Very Lost,1,1,Medium,1085,2,3,5,235
CUST2335,2023-03-04,2023-08-12,6,72268,12044.67,5.0,West,High Value,Net Banking,955,Yes,161,446.0987654320988,0.037037037037037035,Very Lost,0,1,Medium,1116,3,2,2,322
CUST2336,2023-06-05,2023-08-02,11,46545,4231.36,20.0,South,High Value,UPI,965,Yes,58,788.8983050847457,0.1864406779661017,Very Lost,0,1,Low,1023,2,3,2,232
CUST2337,2023-05-01,2024-02-13,7,117662,16808.86,0.0,North,High Value,UPI,770,No,288,407.1349480968858,0.02422145328719723,Very Lost,1,0,High,1058,5,2,3,523
CUST2338,2023-07-11,2023-11-15,10,115115,11511.5,10.0,South,Mid Value,Credit Card,860,No,127,899.3359375,0.078125,Very Lost,1,1,Medium,987,4,3,3,433
CUST2339,2023-06-09,2023-10-15,9,78465,8718.33,25.0,East,Mid Value,Debit Card,891,Yes,128,608.2558139534884,0.06976744186046512,Very Lost,0,1,Medium,1019,4,3,2,432
CUST2340,2023-04-09,2024-01-25,11,169312,15392.0,5.0,East,Low Value,Debit Card,789,No,291,579.8356164383562,0.03767123287671233,Very Lost,1,1,High,1080,5,3,5,535
CUST2341,2023-01-11,2023-02-09,7,14423,2060.43,15.0,South,High Value,UPI,1139,Yes,29,480.76666666666665,0.23333333333333334,Very Lost,0,1,Low,1168,1,2,1,121
CUST2342,2023-05-22,2024-01-05,9,27639,3071.0,0.0,North,High Value,Credit Card,809,No,228,120.6943231441048,0.039301310043668124,Very Lost,0,0,Low,1037,5,3,1,531
CUST2343,2023-06-28,2024-04-13,2,93252,38704.20375,10.0,South,Mid Value,Debit Card,710,No,290,320.45360824742266,0.006872852233676976,Very Lost,0,1,High,1000,5,1,3,513
CUST2344,2023-02-11,2023-09-28,16,144939,9058.69,20.0,North,Mid Value,Debit Card,908,Yes,229,630.1695652173913,0.06956521739130435,Very Lost,1,1,Medium,1137,3,4,4,344
CUST2345,2023-02-17,2023-09-10,16,167982,10498.88,20.0,North,Low Value,UPI,926,Yes,205,815.4466019417475,0.07766990291262135,Very Lost,1,1,Medium,1131,3,4,5,345
CUST2346,2023-04-29,2023-06-07,1,148606,38704.20375,0.0,East,Low Value,Net Banking,1021,Yes,39,3715.15,0.025,Very Lost,1,0,High,1060,1,1,4,114
CUST2347,2023-04-21,2023-05-04,19,112407,5916.16,25.0,South,High Value,Net Banking,1055,Yes,13,8029.071428571428,1.3571428571428572,Very Lost,1,1,Low,1068,1,5,3,153
CUST2348,2023-04-26,2023-09-26,4,46855,11713.75,10.0,West,High Value,Net Banking,910,Yes,153,304.25324675324674,0.025974025974025976,Very Lost,0,1,Medium,1063,3,1,2,312
CUST2349,2023-03-07,2023-09-24,6,183329,30554.83,20.0,North,Low Value,Credit Card,912,Yes,201,907.5693069306931,0.0297029702970297,Very Lost,1,1,High,1113,3,2,5,325
CUST2350,2023-04-04,2023-05-14,11,113503,10318.45,15.0,South,High Value,Debit Card,1045,Yes,40,2768.3658536585367,0.2682926829268293,Very Lost,1,1,Medium,1085,1,3,3,133
CUST2351,2023-06-17,2023-07-26,16,191517,11969.81,5.0,South,Low Value,Net Banking,972,Yes,39,4787.925,0.4,Very Lost,1,1,Medium,1011,2,4,5,245
